"order_id","selling_date","price","seller_id","car_id","customer_id"
"303","2025-06-18","57871.58","17","15","111"
"304","2023-11-11","65272.51","11","15","165"
"305","2024-05-30","96202.89","20","15","98"
"306","2024-10-09","97898.20","19","15","174"
"307","2025-01-14","99474.46","14","15","15"
"308","2023-10-09","33618.30","20","15","85"
"309","2023-12-27","26017.78","6","15","134"
"310","2024-04-10","80709.37","13","15","46"
"311","2025-02-07","84381.44","16","15","158"
"312","2025-03-22","66602.91","4","16","125"
"313","2024-09-13","6598.50","4","16","40"
"314","2024-05-23","44128.27","18","16","29"
"315","2025-07-25","47883.30","2","16","113"
"316","2024-10-06","54966.71","8","16","172"
"317","2024-07-23","70710.50","14","16","151"
"318","2024-11-16","96971.40","14","16","63"
"319","2024-05-17","21034.28","15","16","23"
"320","2024-11-21","45851.33","15","16","103"
"321","2024-09-03","39981.42","19","16","101"
"322","2025-01-21","92250.86","10","16","100"
"323","2024-12-04","18940.50","9","16","86"
"324","2023-10-22","17111.52","20","16","176"
"325","2024-09-27","78369.71","3","16","165"
"326","2024-07-21","59344.89","8","17","182"
"327","2024-01-14","41406.53","11","17","122"
"328","2024-02-14","31031.81","14","17","144"
"329","2024-06-20","70291.52","1","17","173"
"330","2024-07-05","64428.46","13","17","119"
"331","2025-04-04","80782.90","6","17","94"
"332","2024-06-08","71200.21","3","17","114"
"333","2024-07-30","59212.40","20","17","148"
"334","2025-05-27","23444.35","12","17","3"
"335","2025-02-05","12875.57","15","17","190"
"336","2023-10-16","25363.72","6","17","80"
"337","2025-04-04","11142.50","19","17","25"
"338","2024-02-07","97791.78","14","17","191"
"339","2025-09-01","50663.41","11","17","84"
"340","2025-04-05","73644.95","20","17","93"
"341","2024-09-19","69172.06","17","17","9"
"342","2025-05-23","60886.89","9","17","73"
"343","2024-07-30","93531.66","19","17","95"
"344","2024-01-21","65606.97","7","17","162"
"345","2024-11-28","35510.40","19","17","136"
"346","2024-08-03","50111.49","4","17","138"
"347","2024-02-04","54866.80","6","17","133"
"348","2024-09-25","93040.47","18","17","73"
"349","2024-03-12","11186.61","6","17","130"
"350","2025-05-15","12018.05","19","18","24"
"351","2024-09-01","22553.92","4","18","37"
"352","2024-01-04","56988.49","8","18","42"
"353","2024-06-09","61143.87","9","18","75"
"354","2023-11-15","99010.81","7","18","43"
"355","2024-10-16","97497.02","3","18","49"
"356","2024-10-30","53053.88","14","18","76"
"357","2025-09-06","39059.62","13","18","6"
"358","2024-04-30","76361.78","16","18","121"
"359","2025-05-08","42998.38","11","18","187"
"360","2025-02-05","44876.47","1","18","149"
"361","2024-02-01","42868.60","18","18","7"
"362","2024-10-16","48791.99","13","18","10"
"363","2025-06-05","62447.20","5","18","39"
"364","2025-08-22","15382.25","15","18","101"
"365","2024-12-16","87415.84","1","18","136"
"366","2025-01-11","88420.83","10","18","138"
"367","2024-11-20","7472.84","11","18","5"
"368","2024-10-11","55840.58","1","18","40"
"369","2024-04-14","57694.13","12","19","71"
"370","2023-10-03","51551.09","10","19","21"
"371","2024-01-28","34677.00","6","19","34"
"372","2023-11-08","77791.98","5","19","182"
"373","2024-11-11","86007.37","19","19","161"
"374","2025-04-22","90397.06","13","19","179"
"375","2025-07-19","89517.50","5","19","129"
"376","2024-07-15","32567.38","2","19","37"
"377","2023-12-02","7251.85","1","19","35"
"378","2024-07-23","7437.27","11","19","51"
"379","2024-12-11","52063.75","7","19","44"
"380","2025-03-08","65116.57","3","19","87"
"381","2024-06-03","92069.71","11","19","110"
"382","2024-08-05","26373.61","5","19","108"
"383","2023-12-14","32827.75","17","19","26"
"384","2024-02-09","22761.68","9","19","90"
"385","2025-07-02","13705.75","4","19","155"
"386","2024-11-03","9536.61","3","19","11"
"387","2023-11-17","95928.68","7","19","195"
"388","2025-07-05","6135.85","15","19","191"
"389","2023-11-17","95146.41","4","19","79"
"390","2025-04-17","24773.26","18","20","8"
"391","2023-09-16","20429.89","10","20","38"
"392","2024-11-18","13331.09","13","20","101"
"393","2025-06-29","34059.98","18","20","21"
"394","2024-09-30","6094.82","3","20","112"
"395","2025-06-14","63395.56","1","20","139"
"396","2024-12-21","33595.22","15","20","6"
"397","2024-04-11","29217.47","16","20","94"
"398","2024-02-04","15298.99","4","20","116"
"399","2024-06-04","87699.69","8","20","194"
"400","2023-12-29","14890.54","8","20","77"
"401","2025-08-04","15750.95","9","20","25"
"402","2024-06-02","88742.14","1","20","69"
"403","2024-11-02","25608.57","20","20","152"
"404","2025-07-28","17424.22","13","20","151"
"405","2025-08-25","32841.24","18","20","190"
"406","2024-09-17","45278.72","15","20","111"
"407","2024-02-23","88026.92","7","20","52"
"408","2024-04-26","82261.67","6","20","137"
"409","2025-04-23","44100.74","7","21","41"
"410","2025-02-19","59155.84","19","21","11"
"411","2025-03-27","45959.38","13","21","76"
"412","2024-12-30","54139.54","17","21","112"
"413","2023-12-01","21277.72","3","21","95"
"414","2024-06-23","88752.12","12","21","78"
"415","2023-11-21","22686.96","2","21","197"
"416","2025-01-16","99179.44","15","21","186"
"417","2025-07-10","31313.80","7","21","92"
"418","2025-04-12","8398.98","14","21","41"
"419","2024-08-09","22903.41","14","21","175"
"420","2025-08-13","76038.76","4","21","8"
"421","2024-05-19","46518.31","13","21","111"
"422","2024-03-03","38635.17","1","21","51"
"423","2025-01-15","97554.11","17","21","89"
"424","2024-05-05","34935.98","15","21","12"
"425","2024-09-19","31971.64","11","21","176"
"426","2024-03-14","74412.62","7","21","191"
"427","2025-09-02","32023.56","5","21","80"
"428","2024-09-16","17543.98","16","21","45"
"429","2025-04-23","34882.94","12","21","133"
"430","2024-12-12","75885.61","16","21","38"
"431","2024-04-06","51287.76","18","22","71"
"432","2023-10-30","16937.57","18","22","93"
"433","2025-02-23","82449.98","11","22","92"
"434","2024-01-08","44062.75","14","22","189"
"435","2025-01-20","62402.86","15","22","156"
"436","2023-12-16","78681.60","2","22","148"
"437","2025-08-30","37842.92","13","22","14"
"438","2025-04-29","80050.04","7","22","31"
"439","2025-01-13","50272.98","9","22","140"
"440","2024-02-05","70357.94","13","22","131"
"441","2024-02-08","25632.62","12","22","78"
"442","2023-12-08","55044.71","7","22","78"
"443","2025-04-09","81718.17","4","22","80"
"444","2023-09-19","42458.56","16","22","83"
"445","2023-10-28","52132.25","15","22","105"
"446","2024-10-02","60517.53","5","22","104"
"447","2024-12-30","84296.60","12","22","85"
"448","2025-01-04","74500.00","10","22","98"
"449","2025-01-17","55436.69","9","23","27"
"450","2025-08-05","73723.32","5","23","92"
"451","2024-08-21","34691.14","12","23","190"
"452","2024-06-21","38041.01","20","23","178"
"453","2024-12-26","14414.11","7","23","52"
"454","2023-12-20","5418.52","5","23","54"
"455","2024-02-03","25854.51","5","23","165"
"456","2025-01-29","78442.12","15","23","57"
"457","2025-07-28","28485.46","13","23","62"
"458","2025-04-11","91151.20","15","23","155"
"459","2025-08-24","67581.54","3","23","16"
"460","2025-06-30","89137.88","11","23","125"
"461","2025-07-06","6723.31","15","23","77"
"462","2025-04-18","40487.63","4","23","121"
"463","2024-02-29","83350.73","20","23","120"
"464","2024-09-25","58999.21","13","23","119"
"465","2025-02-26","75343.91","17","23","118"
"466","2024-05-16","68790.23","18","23","20"
"467","2025-08-11","38220.52","10","23","43"
"468","2024-02-20","97498.50","9","23","104"
"469","2024-02-19","26921.31","7","23","102"
"470","2024-09-02","94398.46","1","23","1"
"471","2023-12-07","22808.92","1","23","95"
"472","2024-04-28","83157.06","7","24","160"
"473","2023-10-04","77986.34","14","24","13"
"474","2025-04-20","70683.85","19","24","167"
"475","2025-01-06","81388.55","17","24","57"
"476","2024-05-12","52215.41","6","24","150"
"477","2024-10-26","8151.55","7","24","3"
"478","2024-06-29","51639.88","1","24","150"
"479","2025-09-07","10631.63","13","24","81"
"480","2025-03-18","95121.65","12","24","185"
"481","2025-07-13","34470.61","14","24","83"
"482","2023-09-28","95621.70","13","24","199"
"483","2024-07-04","60534.16","14","24","145"
"484","2024-11-15","52851.75","8","24","104"
"485","2024-02-24","71976.60","7","24","154"
"486","2023-11-29","91192.54","9","24","11"
"487","2023-11-24","52883.55","11","24","142"
"488","2024-03-02","62824.18","13","24","198"
"489","2024-08-28","92473.71","7","24","184"
"490","2025-03-15","10648.95","15","24","47"
"491","2025-03-15","17749.88","17","24","160"
"492","2024-06-16","70141.18","8","24","7"
"493","2024-04-28","37566.90","8","24","134"
"494","2025-06-13","17273.48","5","24","5"
"495","2025-05-04","98662.32","20","24","195"
"496","2025-08-14","42518.28","3","24","198"
"497","2024-12-24","71525.07","2","24","157"
"498","2025-05-25","28855.50","11","25","50"
"499","2024-06-08","81868.31","12","25","29"
"500","2024-12-04","22940.40","4","25","198"
"501","2025-07-26","74302.31","6","25","97"
"502","2024-10-20","66063.24","17","25","176"
"503","2023-10-24","11330.13","13","25","46"
"504","2024-01-02","36311.21","12","25","139"
"505","2024-11-08","40358.41","12","25","140"
"506","2025-06-15","84875.29","17","25","17"
"507","2024-11-04","87200.51","20","25","91"
"508","2025-02-11","77726.92","1","25","183"
"509","2024-12-19","70094.28","5","25","139"
"510","2024-04-30","61453.88","15","25","183"
"511","2023-12-17","61809.19","19","25","100"
"512","2024-08-07","30727.51","17","25","169"
"513","2023-10-15","19623.14","16","25","48"
"514","2024-09-13","23342.42","10","25","142"
"515","2024-06-21","45700.56","16","25","196"
"516","2024-08-20","75979.61","8","25","5"
"517","2024-12-30","23994.15","2","25","193"
"518","2023-10-27","75360.37","19","25","193"
"519","2024-09-10","99789.62","13","25","173"
"520","2023-12-17","34833.79","4","25","44"
"521","2025-01-16","49059.71","5","25","106"
"522","2025-07-31","74379.26","15","25","25"
"523","2024-08-10","18724.62","10","25","72"
"524","2024-03-03","79447.03","13","25","195"
"525","2025-06-04","27287.95","11","25","112"
"526","2024-01-09","59668.20","1","25","79"
"527","2025-04-26","22545.29","7","25","188"
"528","2024-03-08","33761.48","8","26","62"
"529","2024-09-21","38459.23","20","26","8"
"530","2025-04-17","31726.76","5","26","138"
"531","2025-01-27","51195.03","4","26","111"
"532","2024-07-17","52224.09","12","26","186"
"533","2025-02-26","46030.86","3","26","166"
"534","2025-07-06","18420.65","1","26","156"
"535","2024-11-28","42644.20","20","26","80"
"536","2023-11-06","6470.65","1","26","139"
"537","2024-11-03","30234.80","19","26","14"
"538","2024-06-05","23029.75","19","26","69"
"539","2024-08-18","79116.94","6","26","20"
"540","2025-01-04","55186.89","4","26","193"
"541","2023-09-11","66134.20","8","26","13"
"542","2025-07-25","58740.90","8","26","184"
"543","2024-05-23","73008.38","11","26","130"
"544","2025-02-22","40496.00","11","26","6"
"545","2024-12-29","32655.20","13","26","178"
"546","2024-08-28","35009.28","19","26","122"
"547","2024-09-24","6827.40","2","26","187"
"548","2024-02-16","78723.40","19","26","175"
"549","2025-03-28","97200.18","19","26","127"
"550","2025-08-23","78616.85","6","26","140"
"551","2025-03-19","89341.21","6","26","45"
"552","2023-10-05","70448.60","15","26","32"
"553","2025-04-19","43805.68","3","27","141"
"554","2024-01-02","7502.23","9","27","67"
"555","2025-09-01","24248.31","10","27","92"
"556","2024-09-07","12773.46","4","27","100"
"557","2024-12-18","9278.03","19","27","24"
"558","2025-05-08","7440.91","16","27","148"
"559","2024-02-13","14585.41","8","27","84"
"560","2023-09-30","17217.37","9","27","67"
"561","2024-03-10","13624.64","5","27","105"
"562","2025-06-10","58988.34","3","27","191"
"563","2025-07-12","51899.98","11","27","68"
"564","2025-04-27","18244.14","4","27","34"
"565","2023-11-30","9481.94","19","27","107"
"566","2025-01-02","71328.58","15","27","167"
"567","2024-05-04","55833.06","5","27","96"
"568","2023-10-12","63355.45","19","27","51"
"569","2025-08-14","98935.23","9","27","186"
"570","2023-09-16","31055.61","17","27","92"
"571","2025-02-15","13866.36","12","27","52"
"572","2025-03-26","66162.20","2","27","40"
"573","2024-02-06","89713.87","7","28","120"
"574","2024-08-26","45062.71","8","28","4"
"575","2025-03-25","82306.45","3","28","76"
"576","2025-06-29","61042.12","15","28","31"
"577","2025-08-21","43794.46","18","28","128"
"578","2024-10-10","7131.89","17","28","81"
"579","2024-12-28","62289.74","20","28","45"
"580","2023-12-10","89571.60","1","28","142"
"581","2025-06-12","77761.54","2","28","163"
"582","2025-09-07","25478.47","20","28","177"
"583","2025-02-12","22217.37","20","28","173"
"584","2024-07-18","9667.26","8","28","160"
"585","2023-10-10","44108.11","17","28","98"
"586","2023-11-11","79586.40","19","29","57"
"587","2024-07-09","57067.34","18","29","172"
"588","2025-04-14","85848.22","2","29","155"
"589","2024-06-22","22437.14","18","29","79"
"590","2024-08-21","81793.38","7","29","79"
"591","2024-09-25","93011.33","4","29","102"
"592","2024-02-21","43854.99","16","29","11"
"593","2025-07-03","55605.31","1","29","39"
"594","2024-06-14","42996.12","1","29","86"
"595","2025-01-25","57627.20","4","29","19"
"596","2025-04-24","80598.30","20","29","6"
"597","2025-08-25","64936.68","20","29","25"
"598","2025-08-24","81609.37","1","29","192"
"599","2023-12-29","26406.37","9","29","23"
"600","2024-08-07","33437.83","4","29","44"
"601","2024-09-02","56253.62","8","29","25"
"602","2025-03-06","89856.61","18","29","91"
"603","2023-09-17","36660.55","2","29","184"
"604","2023-10-10","71118.41","6","29","91"
"605","2023-10-11","72304.38","13","29","75"
"606","2024-09-17","27395.18","19","30","196"
"607","2025-07-25","81723.13","10","30","37"
"608","2025-05-31","95978.15","18","30","51"
"609","2024-10-06","40513.20","14","30","101"
"610","2024-12-07","61577.44","19","30","42"
"611","2024-11-16","22770.31","3","30","36"
"612","2024-11-28","50753.22","4","30","38"
"613","2024-05-31","32477.11","1","30","144"
"614","2025-08-18","40166.20","15","30","186"
"615","2023-09-27","54949.19","5","30","55"
"616","2023-12-19","16942.46","2","30","158"
"617","2024-07-31","33957.30","4","30","143"
"618","2024-10-29","5283.65","1","30","168"
"619","2024-06-08","74234.12","16","30","164"
"620","2023-09-25","32778.22","6","30","123"
"621","2025-04-01","39928.50","4","30","124"
"622","2025-08-03","65854.11","2","31","14"
"623","2024-11-05","19015.64","2","31","131"
"624","2025-07-04","22063.27","20","31","138"
"625","2024-09-14","20785.68","15","31","72"
"626","2023-09-20","88593.15","19","31","72"
"627","2025-03-06","82100.77","12","31","25"
"628","2025-01-19","75877.19","13","31","98"
"629","2025-02-18","52315.99","16","31","61"
"630","2025-04-18","47809.63","5","31","61"
"631","2024-02-24","56826.73","16","31","85"
"632","2024-05-26","5831.84","18","31","95"
"633","2025-09-02","87395.16","13","31","35"
